Segment #,SegInt,Habitat,Shoreline Characterization,#segments from nearest aquaculuture,Date (MM/DD/YYYY),Julian Day,Year,Census #,Time (24 hr. clock),"Tide (R, H, F, L)",ObservationOccuredDuring4hrTendingWindow(1-0),Total # Shorebirds in Flock,Total REKN in segment,REKN Occupancy,REKN Flock EDGE Location,REKN Flock EDGE Distance to RACKS,REKN Flock EDGE Distance to TENDING,Total RUTU in segment,RUTU Occupancy,RUTU Flock EDGE Location,RUTU Flock EDGE Distance to RACKS,RUTU Flock EDGE Distance to TENDING,Total SESA in segment,SESA Occupancy,SESA Flock EDGE Location,SESA Flock EDGE Distance to RACKS,SESA Flock EDGE Distance to TENDING,Total SAND in segment,SAND Occupancy,SAND Flock EDGE Location,SAND Flock EDGE Distance to RACKS,SAND Flock EDGE Distance to TENDING,Total DUNL in segment,DUNL Occupancy,Flock EDGE Location,DUNL Flock EDGE Distance to RACKS,DUNL Flock EDGE Distance to TENDING,#Gulls,#LAGU,#HERG,# GBBG,# RBGU,# LBBG,nearest rack tended? (1-0),#Planes,,
066-067,66,Tidal Flats,Dune,3,6/2/2017,17153,2017,2,10:44,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,25,25,0,0,0,0,1,0,,
067-068,67,Tidal Flats,Dune,2,6/2/2017,17153,2017,2,10:44,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,65,65,0,0,0,0,1,0,,
068-069,68,Tidal Flats,Dune,1,6/2/2017,17153,2017,2,10:45,L,1,25,0,0,~,~,~,0,0,~,~,~,25,1,F,2,2,0,0,~,~,~,0,0,~,~,~,95,95,0,0,0,0,1,0,,
069-070,69,Aquaculture,Woodland,0,6/2/2017,17153,2017,2,10:46,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,15,15,0,0,0,0,1,0,,
070-071,70,Aquaculture,Woodland,0,6/2/2017,17153,2017,2,10:57,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,11,0,0,0,0,1,0,,
071-072,71,Tidal Flats,Woodland,1,6/2/2017,17153,2017,2,10:59,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,9,9,0,0,0,0,1,0,,
072-073,72,Tidal Flats,Bulkhead,2,6/2/2017,17153,2017,2,11:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,14,14,0,0,0,0,1,0,,
073-075,73,Tidal Flats,Woodland,3,6/2/2017,17153,2017,2,11:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
075-076,75,Tidal Flats,Bulkhead,4,6/2/2017,17153,2017,2,11:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
076-077,76,Tidal Flats,Bulkhead,5,6/2/2017,17153,2017,2,11:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
077-078,77,Tidal Flats,Dune,6,6/2/2017,17153,2017,2,11:01,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
078-079,78,Tidal Flats,Bulkhead,7,6/2/2017,17153,2017,2,11:01,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
079-080,79,Tidal Flats,Dune,8,6/2/2017,17153,2017,2,11:01,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
080-081,80,Tidal Flats,Dune,9,6/2/2017,17153,2017,2,11:01,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
081-082,81,Tidal Flats,Dune,10,6/2/2017,17153,2017,2,11:02,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
082-083,82,Tidal Flats,Dune,11,6/2/2017,17153,2017,2,11:02,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,11,0,0,0,0,1,1,,
083-084,83,Tidal Flats,Dune,11,6/2/2017,17153,2017,2,11:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,17,17,0,0,0,0,0,0,,
084-085,84,Tidal Flats,Bulkhead,10,6/2/2017,17153,2017,2,11:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,20,20,0,0,0,0,0,0,,
085-086,85,Tidal Flats,Bulkhead,9,6/2/2017,17153,2017,2,11:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,22,22,0,0,0,0,0,0,,
086-087,86,Tidal Flats,Bulkhead,8,6/2/2017,17153,2017,2,11:21,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,20,19,1,0,0,0,0,0,,
087-088,87,Tidal Flats,Dune,7,6/2/2017,17153,2017,2,11:22,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,23,21,0,2,0,0,0,0,,
088-089,88,Tidal Flats,Dune,6,6/2/2017,17153,2017,2,11:24,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,28,28,0,0,0,0,0,0,,
089-090,89,Tidal Flats,Dune,5,6/2/2017,17153,2017,2,11:25,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
090-091,90,Tidal Flats,Dune,4,6/2/2017,17153,2017,2,11:25,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,13,13,0,0,0,0,0,0,,
091-092,91,Tidal Flats,Dune,3,6/2/2017,17153,2017,2,11:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
092-093,92,Tidal Flats,Dune,2,6/2/2017,17153,2017,2,11:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
093-094,93,Tidal Flats,Dune,1,6/2/2017,17153,2017,2,11:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,28,28,0,0,0,0,0,0,,
094-095,94,Aquaculture,Dune,0,6/2/2017,17153,2017,2,11:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,76,76,0,0,0,0,0,0,,
095-096,95,Aquaculture,Dune,0,6/2/2017,17153,2017,2,11:27,L,1,0,0,0,~,~,~,0,0,~,~,~,6,1,F,5,~,0,0,~,~,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
096-097,96,Aquaculture,Dune,0,6/2/2017,17153,2017,2,11:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
097-098,97,Aquaculture,Bulkhead,0,6/2/2017,17153,2017,2,11:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,0,5,1,0,0,0,0,,
098-099,98,Aquaculture,Bulkhead,0,6/2/2017,17153,2017,2,11:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
099-100,99,Aquaculture,Bulkhead,0,6/2/2017,17153,2017,2,11:30,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,13,5,8,0,0,0,0,0,,
100-101,100,Aquaculture,Bulkhead,0,6/2/2017,17153,2017,2,11:30,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,12,0,12,0,0,0,0,0,,
101-102,101,Tidal Flats,Bulkhead,1,6/2/2017,17153,2017,2,11:30,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,5,2,3,0,0,0,0,0,,
102-103,102,Tidal Flats,Phragmites,2,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,1,,
103-104,103,Tidal Flats,Phragmites,3,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,1,,
104-105,104,Tidal Flats,Phragmites,4,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,1,,
105-106,105,Tidal Flats,Phragmites,5,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,1,,
106-107,106,Tidal Flats,Phragmites,5,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
107-108,107,Tidal Flats,Dune,4,6/2/2017,17153,2017,2,10:37,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
108-109,108,Tidal Flats,Dune,3,6/2/2017,17153,2017,2,10:36,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
109-110,109,Tidal Flats,Phragmites,2,6/2/2017,17153,2017,2,10:36,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
110-111,110,Tidal Flats,Dune,1,6/2/2017,17153,2017,2,10:35,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,1,0,,
111-112,111,Creek,Marsh,1,6/2/2017,17153,2017,2,10:34,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,0,4,0,0,0,1,1,,
112-113,112,Aquaculture,Phragmites,0,6/2/2017,17153,2017,2,10:33,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,1,,
113-114,113,Aquaculture,Dune,0,6/2/2017,17153,2017,2,10:32,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,1,,
114-115,114,Aquaculture,Dune,0,6/2/2017,17153,2017,2,10:31,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,0,1,0,0,0,1,1,,
115-116,115,Aquaculture,Phragmites,0,6/2/2017,17153,2017,2,10:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,1,0,,
116-117,116,Tidal Flats,Phragmites,1,6/2/2017,17153,2017,2,10:24,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,1,0,,
117-118,117,Tidal Flats,Phragmites,2,6/2/2017,17153,2017,2,10:21,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,1,0,,
118-119,118,Tidal Flats,Phragmites,3,6/2/2017,17153,2017,2,10:18,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
119-120,119,Tidal Flats,Phragmites,4,6/2/2017,17153,2017,2,10:18,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,1,0,,
120-121,120,Tidal Flats,Phragmites,5,6/2/2017,17153,2017,2,10:16,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,1,1,0,0,0,1,0,,
121-122,121,Tidal Flats,Phragmites,6,6/2/2017,17153,2017,2,10:15,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,1,0,,
122-123,122,Tidal Flats,Dune,7,6/2/2017,17153,2017,2,10:15,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,1,2,0,0,0,1,0,,
123-124,123,Tidal Flats,Dune,8,6/2/2017,17153,2017,2,10:13,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,1,0,,
124-125,124,Tidal Flats,Dune,7,6/2/2017,17153,2017,2,10:11,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
125-126,125,Tidal Flats,Woodland,6,6/2/2017,17153,2017,2,10:10,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
126-127,126,Tidal Flats,Woodland,5,6/2/2017,17153,2017,2,10:10,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
127-128,127,Tidal Flats,Woodland,4,6/2/2017,17153,2017,2,10:08,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,3,1,0,0,0,0,0,,
128-129,128,Tidal Flats,Woodland,3,6/2/2017,17153,2017,2,10:06,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,2,1,0,0,0,0,1,,
129-130,129,Tidal Flats,Woodland,2,6/2/2017,17153,2017,2,10:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
130-131,130,Tidal Flats,Woodland,1,6/2/2017,17153,2017,2,10:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
131-132,131,Aquaculture,Woodland,0,6/2/2017,17153,2017,2,10:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
132-133,132,Aquaculture,Woodland,0,6/2/2017,17153,2017,2,9:59,L,1,11,0,0,~,~,~,0,0,~,~,~,11,1,F,1,~,0,0,~,~,~,0,0,~,~,~,5,4,1,0,0,0,0,0,,
133-134,133,Tidal Flats,Dune,1,6/2/2017,17153,2017,2,9:53,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
134-135,134,Tidal Flats,Dune,2,6/2/2017,17153,2017,2,9:52,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
135-136,135,Tidal Flats,Phragmites,2,6/2/2017,17153,2017,2,9:50,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
136-137,136,Tidal Flats,Dune,1,6/2/2017,17153,2017,2,9:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,0,7,0,0,0,0,0,,
137-138,137,Aquaculture,Dune,0,6/2/2017,17153,2017,2,9:46,L,1,8,0,0,~,~,~,8,1,W,0,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,27,0,27,0,0,0,0,0,,
138-139,138,Aquaculture,Dune,0,6/2/2017,17153,2017,2,9:44,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
N11-N10,-11,Creek,Dune,48,6/2/2017,17153,2017,3,11:52,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
N10-N09,-10,Creek,Dune,47,6/2/2017,17153,2017,3,11:52,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
N09-N08,-9,Creek,Dune,46,6/2/2017,17153,2017,3,11:53,L,1,17,0,0,~,~,~,0,0,~,~,~,10,1,#,+,~,0,0,~,~,~,0,0,~,~,~,21,20,1,0,0,0,0,0,,
N08-N07,-8,Creek,Dune,45,6/2/2017,17153,2017,3,11:54,L,1,17,0,0,~,~,~,0,0,~,~,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,26,15,11,0,0,0,0,0,,
N07-N06,-7,Creek,Dune,44,6/2/2017,17153,2017,3,11:55,L,1,65,0,0,~,~,~,0,0,~,~,~,65,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
N06-N05,-6,Tidal Flats,Dune,43,6/2/2017,17153,2017,3,11:55,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,1,2,4,0,0,0,0,,
N04-N03,-4,Tidal Flats,Creek,41,6/2/2017,17153,2017,3,12:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,11,11,0,0,0,0,0,0,,
N03-N02,-3,Creek,Dune,40,6/2/2017,17153,2017,3,12:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
N02-N01,-2,Tidal Flats,Dune,39,6/2/2017,17153,2017,3,12:01,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
N01-000,-1,Tidal Flats,Dune,38,6/2/2017,17153,2017,3,12:02,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
000-001,0,Tidal Flats,Dune,37,6/2/2017,17153,2017,3,12:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
001-002,1,Tidal Flats,Dune,36,6/2/2017,17153,2017,3,12:03,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
002-003,2,Tidal Flats,Dune,35,6/2/2017,17153,2017,3,12:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
003-004,3,Tidal Flats,Dune,34,6/2/2017,17153,2017,3,12:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
004-005,4,Tidal Flats,Dune,33,6/2/2017,17153,2017,3,12:05,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
005-006,5,Tidal Flats,Dune,32,6/2/2017,17153,2017,3,12:05,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
006-007,6,Tidal Flats,Dune,31,6/2/2017,17153,2017,3,12:06,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
007-008,7,Tidal Flats,Dune,30,6/2/2017,17153,2017,3,12:06,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
008-009,8,Tidal Flats,Dune,29,6/2/2017,17153,2017,3,12:07,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,V,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
009-010,9,Tidal Flats,Dune,28,6/2/2017,17153,2017,3,12:08,R,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
010-011,10,Tidal Flats,Dune,27,6/2/2017,17153,2017,3,12:09,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
011-012,11,Tidal Flats,Dune,26,6/2/2017,17153,2017,3,12:10,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
012-013,12,Tidal Flats,Dune,25,6/2/2017,17153,2017,3,12:11,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
013-014,13,Tidal Flats,Dune,24,6/2/2017,17153,2017,3,12:12,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
014-015,14,Tidal Flats,Dune,23,6/2/2017,17153,2017,3,12:12,R,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
015-016,15,Tidal Flats,Dune,22,6/2/2017,17153,2017,3,12:12,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
016-017,16,Tidal Flats,Dune,21,6/2/2017,17153,2017,3,12:13,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
017-018,17,Tidal Flats,Dune,20,6/2/2017,17153,2017,3,12:13,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,25,25,0,0,0,0,0,0,,
018-019,18,Tidal Flats,Dune,19,6/2/2017,17153,2017,3,12:14,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
019-020,19,Tidal Flats,Creek,18,6/2/2017,17153,2017,3,12:15,R,1,8,0,0,~,~,~,0,0,~,~,~,8,1,#,+,~,0,0,~,~,~,0,0,~,~,~,9,9,0,0,0,0,0,0,,
020-021,20,Creek,Creek,17,6/2/2017,17153,2017,3,12:15,R,1,31,0,0,~,~,~,0,0,~,~,~,20,1,#,+,~,11,1,#,+,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
021-022,21,Creek,Creek,16,6/2/2017,17153,2017,3,12:18,R,1,114,0,0,~,~,~,41,1,#,+,~,70,1,#,+,~,3,1,#,+,~,0,0,~,~,~,57,57,0,0,0,0,0,0,,
022-023,22,Creek,Dune,15,6/2/2017,17153,2017,3,12:19,R,1,372,7,1,#,+,~,155,1,#,+,~,110,1,#,+,~,5,1,#,+,~,0,0,~,~,~,28,28,0,0,0,0,0,0,,
023-024,23,Creek,Dune,14,6/2/2017,17153,2017,3,12:20,R,1,372,4,1,#,+,~,75,1,#,+,~,6,1,#,+,~,10,1,#,+,~,0,0,~,~,~,26,24,2,0,0,0,0,0,,
024-025,24,Creek,Dune,13,6/2/2017,17153,2017,3,12:22,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
025-026,25,Creek,Dune,12,6/2/2017,17153,2017,3,12:22,R,1,24,0,0,~,~,~,0,0,~,~,~,24,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
026-027,26,Tidal Flats,Dune,11,6/2/2017,17153,2017,3,12:23,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
027-028,27,Tidal Flats,Dune,10,6/2/2017,17153,2017,3,12:23,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
028-029,28,Tidal Flats,Dune,9,6/2/2017,17153,2017,3,12:23,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
029-030,29,Tidal Flats,Dune,8,6/2/2017,17153,2017,3,12:24,R,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
063-064,63,Tidal Flats,Dune,6,6/2/2017,17153,2017,3,12:34,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
064-065,64,Tidal Flats,Dune,5,6/2/2017,17153,2017,3,12:34,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
065-066,65,Tidal Flats,Dune,4,6/2/2017,17153,2017,3,12:34,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
066-067,66,Tidal Flats,Dune,3,6/2/2017,17153,2017,3,12:34,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
067-068,67,Tidal Flats,Dune,2,6/2/2017,17153,2017,3,12:34,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,35,35,0,0,0,0,0,0,,
068-069,68,Tidal Flats,Dune,1,6/2/2017,17153,2017,3,12:33,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,20,20,0,0,0,0,0,0,,
